"activity" "subject" "featureAcceleration" "featureInstrument" "featureJerk" "featureMagnitude" "featureAxis" "featureVariable" "average"
"STANDING" 3 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.957425321803279
"STANDING" 3 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.024763106752459
"STANDING" 3 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.928161577377049
"STANDING" 4 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.959755010982143
"STANDING" 4 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.959095990446429
"STANDING" 4 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.45008902815
"STANDING" 4 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.974146632767857
"STANDING" 4 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.472077199540295
"STANDING" 4 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.941214993392857
"STANDING" 4 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.494918700331964
"STANDING" 4 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.974641853303571
"STANDING" 4 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.912046033303571
"STANDING" 4 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.893158362767857
"STANDING" 4 "Body" "Accelerometer" NA NA "X" "Mean" -0.346498901875
"STANDING" 4 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.977829108839286
"STANDING" 4 "Body" "Accelerometer" NA NA "Y" "Mean" -0.449519157992768
"STANDING" 4 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.859488830276786
"STANDING" 4 "Body" "Accelerometer" NA NA "Z" "Mean" -0.513900455901786
"STANDING" 4 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.892217428035714
"STANDING" 4 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.966042606696429
"STANDING" 4 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.965356500892857
"STANDING" 4 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.103057894142857
"STANDING" 4 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.949633878571429
"STANDING" 4 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0461257201357143
"STANDING" 4 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.976065174642857
"STANDING" 4 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0490753497867857
"STANDING" 4 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.957982019464286
"STANDING" 4 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.907595633125
"STANDING" 4 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.886169360982143
"STANDING" 4 "Body" "Gyroscope" NA NA "X" "Mean" -0.4680545481
"STANDING" 4 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.911076384196429
"STANDING" 4 "Body" "Gyroscope" NA NA "Y" "Mean" -0.508908897901786
"STANDING" 4 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.947526493571429
"STANDING" 4 "Body" "Gyroscope" NA NA "Z" "Mean" -0.419858656133929
"STANDING" 4 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.913323334910714
"STANDING" 4 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.906478051785714
"STANDING" 4 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.890976683392857
"STANDING" 4 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.95619779125
"STANDING" 4 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.972908355892857
"STANDING" 4 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.0759009061071429
"STANDING" 4 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.917613464821429
"STANDING" 4 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.166893825946429
"STANDING" 4 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.899404775267857
"STANDING" 5 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.949344734553571
"STANDING" 5 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.943282003928571
"STANDING" 5 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.445270124633929
"STANDING" 5 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.964213000446429
"STANDING" 5 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.466795055447321
"STANDING" 5 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.933709870714286
"STANDING" 5 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.485359974332054
"STANDING" 5 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.965952210089286
"STANDING" 5 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.905373046785714
"STANDING" 5 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.883259485982143
"STANDING" 5 "Body" "Accelerometer" NA NA "X" "Mean" -0.340978263214286
"STANDING" 5 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.969630112232143
"STANDING" 5 "Body" "Accelerometer" NA NA "Y" "Mean" -0.448900273040446
"STANDING" 5 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.868686545705357
"STANDING" 5 "Body" "Accelerometer" NA NA "Z" "Mean" -0.508627447401786
"STANDING" 5 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.863779354821429
"STANDING" 5 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.955346169464286
"STANDING" 5 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.947083593214286
"STANDING" 5 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0922249863035714
"STANDING" 5 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.941930044107143
"STANDING" 5 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0399108188821429
"STANDING" 5 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.961177741607143
"STANDING" 5 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0422221341625
"STANDING" 5 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.944755343035714
"STANDING" 5 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.902607776160714
"STANDING" 5 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.867977852857143
"STANDING" 5 "Body" "Gyroscope" NA NA "X" "Mean" -0.470966496294375
"STANDING" 5 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.911588069017857
"STANDING" 5 "Body" "Gyroscope" NA NA "Y" "Mean" -0.495180514732143
"STANDING" 5 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.932797957767857
"STANDING" 5 "Body" "Gyroscope" NA NA "Z" "Mean" -0.41904813010625
"STANDING" 5 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.912130455982143
"STANDING" 5 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.906104701071429
"STANDING" 5 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.87977380125
"STANDING" 5 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.960188699107143
"STANDING" 5 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.974088206071429
"STANDING" 5 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.03871012665
"STANDING" 5 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.931973943392857
"STANDING" 5 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.138638436607143
"STANDING" 5 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.914608495714286
"STANDING" 6 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.961508220789474
"STANDING" 6 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.955740362368421
"STANDING" 6 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.450205289157895
"STANDING" 6 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.974184156754386
"STANDING" 6 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.471343312489035
"STANDING" 6 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.95002186368421
"STANDING" 6 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.484280320262281
"STANDING" 6 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.96872154377193
"STANDING" 6 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.945486340263158
"STANDING" 6 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.941937178596491
"STANDING" 6 "Body" "Accelerometer" NA NA "X" "Mean" -0.348377019385965
"STANDING" 6 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.982912766842105
"STANDING" 6 "Body" "Accelerometer" NA NA "Y" "Mean" -0.474230052235965
"STANDING" 6 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.921471151403509
"STANDING" 6 "Body" "Accelerometer" NA NA "Z" "Mean" -0.527518424482456
"STANDING" 6 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.923879798070175
"STANDING" 6 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.959415680614035
"STANDING" 6 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.952312366666667
"STANDING" 6 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.103292534210526
"STANDING" 6 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.946423593157895
"STANDING" 6 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0428828304736842
"STANDING" 6 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.962422163684211
"STANDING" 6 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0506432189438596
"STANDING" 6 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.962758177192982
"STANDING" 6 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.933034520701754
"STANDING" 6 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.919500167280702
"STANDING" 6 "Body" "Gyroscope" NA NA "X" "Mean" -0.479932148704386
"STANDING" 6 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.950189346929825
"STANDING" 6 "Body" "Gyroscope" NA NA "Y" "Mean" -0.501127755042105
"STANDING" 6 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.942512880263158
"STANDING" 6 "Body" "Gyroscope" NA NA "Z" "Mean" -0.433250063754386
"STANDING" 6 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.951118929210526
"STANDING" 6 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.945022876491228
"STANDING" 6 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.939310249649123
"STANDING" 6 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.945139003859649
"STANDING" 6 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.985583066842105
"STANDING" 6 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.230251036140351
"STANDING" 6 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.96844910122807
"STANDING" 6 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.0139193473596491
"STANDING" 6 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.942795062280702
"STANDING" 7 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.970399597264151
"STANDING" 7 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.968829258962264
"STANDING" 7 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.450565787471698
"STANDING" 7 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.977566313773585
"STANDING" 7 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.480109044739057
"STANDING" 7 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.96633044990566
"STANDING" 7 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.489535836211226
"STANDING" 7 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.973296881981132
"STANDING" 7 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.944168054811321
"STANDING" 7 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.935439060943396
"STANDING" 7 "Body" "Accelerometer" NA NA "X" "Mean" -0.34697914745283
"STANDING" 7 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.979924453207547
"STANDING" 7 "Body" "Accelerometer" NA NA "Y" "Mean" -0.478228908938679
"STANDING" 7 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.92125983745283
"STANDING" 7 "Body" "Accelerometer" NA NA "Z" "Mean" -0.519164175066038
"STANDING" 7 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.914711491132076
"STANDING" 7 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.975524125849057
"STANDING" 7 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.972003674150943
"STANDING" 7 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0901539662169811
"STANDING" 7 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.96598339754717
"STANDING" 7 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0412797611886792
"STANDING" 7 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.976837757358491
"STANDING" 7 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0545390015471698
"STANDING" 7 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.978166790943396
"STANDING" 7 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.941065274716981
"STANDING" 7 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.919143548962264
"STANDING" 7 "Body" "Gyroscope" NA NA "X" "Mean" -0.483639929495189
"STANDING" 7 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.946569836792453
"STANDING" 7 "Body" "Gyroscope" NA NA "Y" "Mean" -0.517491157830189
"STANDING" 7 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.947732552264151
"STANDING" 7 "Body" "Gyroscope" NA NA "Z" "Mean" -0.436030278084906
"STANDING" 7 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.952985091886792
"STANDING" 7 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.942724659245283
"STANDING" 7 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.933590156792453
"STANDING" 7 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.958728687924528
"STANDING" 7 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.987917503962264
"STANDING" 7 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.117607048924528
"STANDING" 7 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.966162998679245
"STANDING" 7 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.0516573721320755
"STANDING" 7 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.939161014716981
"STANDING" 8 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.982333334907407
"STANDING" 8 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.97953384
"STANDING" 8 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.456827667
"STANDING" 8 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.989806483333333
"STANDING" 8 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.484014078862685
"STANDING" 8 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.97751193537037
"STANDING" 8 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.488127830328426
"STANDING" 8 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.983538321851852
"STANDING" 8 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.953754477407407
"STANDING" 8 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.937907685772222
"STANDING" 8 "Body" "Accelerometer" NA NA "X" "Mean" -0.354299438055556
"STANDING" 8 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.988999583888889
"STANDING" 8 "Body" "Accelerometer" NA NA "Y" "Mean" -0.482430203357407
"STANDING" 8 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.937355575925926
"STANDING" 8 "Body" "Accelerometer" NA NA "Z" "Mean" -0.528238966196296
"STANDING" 8 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.922905109537037
"STANDING" 8 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.985644910555556
"STANDING" 8 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.982146334259259
"STANDING" 8 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.097757576
"STANDING" 8 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.981573085740741
"STANDING" 8 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0485190684259259
"STANDING" 8 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.985508765185185
"STANDING" 8 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0478483225666667
"STANDING" 8 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.989270900740741
"STANDING" 8 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.958706360462963
"STANDING" 8 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.953672307962963
"STANDING" 8 "Body" "Gyroscope" NA NA "X" "Mean" -0.495822316873148
"STANDING" 8 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.973595688703704
"STANDING" 8 "Body" "Gyroscope" NA NA "Y" "Mean" -0.500303625209259
"STANDING" 8 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.968738270740741
"STANDING" 8 "Body" "Gyroscope" NA NA "Z" "Mean" -0.455911684833333
"STANDING" 8 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.975047389259259
"STANDING" 8 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.953762884074074
"STANDING" 8 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.937187185222222
"STANDING" 8 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.957669921111111
"STANDING" 8 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.987690217222222
"STANDING" 8 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.0904603488214815
"STANDING" 8 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.958904114074074
"STANDING" 8 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.0979392024814815
"STANDING" 8 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.918293913703704
"STANDING" 9 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.966383731444444
"STANDING" 9 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.963678668666667
"STANDING" 9 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.447655281655556
"STANDING" 9 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.970626111111111
"STANDING" 9 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.474777159641111
"STANDING" 9 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.966041956222222
"STANDING" 9 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.485914992973222
"STANDING" 9 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.971586506666667
"STANDING" 9 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.945748827111111
"STANDING" 9 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.938185278444444
"STANDING" 9 "Body" "Accelerometer" NA NA "X" "Mean" -0.344676317333333
"STANDING" 9 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.976660250444444
"STANDING" 9 "Body" "Accelerometer" NA NA "Y" "Mean" -0.48244746359
"STANDING" 9 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.938712888111111
"STANDING" 9 "Body" "Accelerometer" NA NA "Z" "Mean" -0.518480811177778
"STANDING" 9 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.916596319
"STANDING" 9 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.968657836111111
"STANDING" 9 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.965028925
"STANDING" 9 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.095897704
"STANDING" 9 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.949105691555556
"STANDING" 9 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0419199574333333
"STANDING" 9 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.975036530444444
"STANDING" 9 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0575743131488889
"STANDING" 9 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.969726483555556
"STANDING" 9 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.925399645444444
"STANDING" 9 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.909600531333333
"STANDING" 9 "Body" "Gyroscope" NA NA "X" "Mean" -0.473078786950778
"STANDING" 9 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.923364594222222
"STANDING" 9 "Body" "Gyroscope" NA NA "Y" "Mean" -0.507662229925778
"STANDING" 9 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.943998608666667
"STANDING" 9 "Body" "Gyroscope" NA NA "Z" "Mean" -0.421134701388889
"STANDING" 9 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.942416274555556
"STANDING" 9 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.945167482444444
"STANDING" 9 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.936105010444444
"STANDING" 9 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.961323502222222
"STANDING" 9 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.989103160444444
"STANDING" 9 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.010383816474
"STANDING" 9 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.972573867555556
"STANDING" 9 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.00914769235555555
"STANDING" 9 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.932245295111111
"STANDING" 10 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.958398754431818
"STANDING" 10 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.952082089545455
"STANDING" 10 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.441293363556818
"STANDING" 10 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.966461813181818
"STANDING" 10 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.465143498698523
"STANDING" 10 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.943088028522727
"STANDING" 10 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.48854996129375
"STANDING" 10 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.977929664545454
"STANDING" 10 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.946049537727273
"STANDING" 10 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.941156390454545
"STANDING" 10 "Body" "Accelerometer" NA NA "X" "Mean" -0.346724756818182
"STANDING" 10 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.980676363977273
"STANDING" 10 "Body" "Accelerometer" NA NA "Y" "Mean" -0.469460302784091
"STANDING" 10 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.92071116
"STANDING" 10 "Body" "Accelerometer" NA NA "Z" "Mean" -0.531618233897727
"STANDING" 10 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.939685061818182
"STANDING" 10 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.968625871477273
"STANDING" 10 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.964732612954545
